Date,Year,Month,Facility,Adipose.Clip,Length,nfish,Expanded.Salvage,Loss,LAD.Race,DNA.Race,X14.day.OMRI
2020-03-31,2020,3,SWP,Unclipped,126,1,2,8.64,Winter,Winter,-4257
2020-04-03,2020,4,CVP,Unclipped,190,1,4,2.88,Winter,Fall,-4051
2020-04-05,2020,4,CVP,Clipped,209,1,4,2.88,Winter,,-3946
2020-04-05,2020,4,CVP,Unclipped,198,1,4,2.88,Winter,Fall,-3946
2020-04-07,2020,4,CVP,Unclipped,194,1,4,2.88,Winter,Fall,-3840
2020-04-21,2020,4,SWP,Unclipped,156,1,1,4.33,Winter,Winter,-1583
2020-04-21,2020,4,SWP,Unclipped,224,1,1,4.33,Winter,Fall,-1583
2020-04-23,2020,4,SWP,Clipped,145,1,1,4.33,Winter,,-1297
2020-04-24,2020,4,SWP,Clipped,147,1,1,4.33,Winter,,-1275
2020-04-26,2020,4,SWP,Unclipped,190,1,1,4.33,Winter,Fall,-1247
2020-04-30,2020,4,SWP,Unclipped,208,1,1,4.33,Winter,Fall,-1289
2020-04-30,2020,4,SWP,Unclipped,233,1,1,4.33,Winter,Fall,-1289
2020-05-06,2020,5,SWP,Clipped,198,1,1,4.33,Winter,,-1278
2021-02-02,2021,2,CVP,Clipped,180,1,4,3.52,Winter,,-2427
2021-02-06,2021,2,CVP,Clipped,148,1,4,3.52,Winter,,-2420
2021-02-08,2021,2,CVP,Clipped,161,1,4,3.52,Winter,,-2459
2021-02-08,2021,2,CVP,Clipped,154,1,4,3.52,Winter,,-2459
2021-02-09,2021,2,SWP,Clipped,150,1,4,16.99,Winter,,-2593
2021-02-09,2021,2,SWP,Clipped,153,1,4,17.07,Winter,,-2593
2021-02-09,2021,2,CVP,Clipped,87,1,4,3.01,Winter,,-2593
2021-02-09,2021,2,SWP,Clipped,210,1,4,18.06,Winter,,-2593
2021-02-10,2021,2,CVP,Clipped,172,1,4,3.52,Winter,,-2623
2021-02-11,2021,2,CVP,Clipped,140,1,4,3.52,Winter,,-2662
2021-02-21,2021,2,CVP,Clipped,154,1,4,2.88,Winter,,-4058
2021-02-21,2021,2,CVP,Clipped,92,1,4,2.54,Winter,,-4058
2021-02-21,2021,2,CVP,Clipped,142,1,4,2.88,Winter,,-4058
2021-03-03,2021,3,CVP,Clipped,143,1,4,3.88,Winter,,-2897
2021-03-08,2021,3,CVP,Unclipped,111,1,4,3.88,Winter,Winter,-1439
2021-03-09,2021,3,SWP,Clipped,107,1,1,4.33,Winter,,-1304
2021-03-09,2021,3,SWP,Clipped,152,1,1,4.33,Winter,,-1304
2021-03-09,2021,3,SWP,Unclipped,170,1,1,4.33,Winter,Fall,-1304
2021-03-09,2021,3,CVP,Clipped,110,1,4,3.88,Winter,,-1304
2021-03-16,2021,3,CVP,Clipped,114,1,4,3.88,Winter,,-775
2021-03-16,2021,3,SWP,Clipped,109,1,1,4.33,Winter,,-775
2021-03-17,2021,3,SWP,Clipped,109,1,4,17.52,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,109,1,4,17.49,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,107,1,4,17.62,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,118,1,4,17.62,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,108,1,2,8.82,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,108,1,2,8.82,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,109,1,2,8.82,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,108,1,1,4.33,Winter,,-882
2021-03-17,2021,3,SWP,Clipped,112,1,1,4.33,Winter,,-882
2021-03-18,2021,3,SWP,Clipped,110,1,2,8.8,Winter,,-1008
2021-03-18,2021,3,SWP,Clipped,120,1,2,8.8,Winter,,-1008
2021-03-18,2021,3,SWP,Clipped,108,1,1,4.33,Winter,,-1008
2021-03-18,2021,3,SWP,Clipped,110,1,1,4.33,Winter,,-1008
2021-03-18,2021,3,SWP,Clipped,114,1,1,4.33,Winter,,-1008
2021-03-18,2021,3,SWP,Clipped,117,1,1,4.33,Winter,,-1008
2021-03-19,2021,3,SWP,Clipped,110,1,1,4.33,Winter,,-1078
2021-03-19,2021,3,SWP,Clipped,111,1,1,4.33,Winter,,-1078
2021-03-19,2021,3,SWP,Clipped,121,1,1,4.33,Winter,,-1078
2021-03-22,2021,3,CVP,Clipped,112,1,4,3.88,Winter,,-1107
2021-03-22,2021,3,CVP,Clipped,120,1,4,3.88,Winter,,-1107
2021-03-22,2021,3,CVP,Clipped,112,1,4,3.88,Winter,,-1107
2021-03-26,2021,3,CVP,Clipped,120,1,4,3.88,Winter,,-1183
2021-04-05,2021,4,SWP,Clipped,128,1,1,4.33,Winter,,-736
2021-04-05,2021,4,SWP,Clipped,136,1,1,4.33,Winter,,-736
2021-04-05,2021,4,SWP,Clipped,137,1,1,4.33,Winter,,-736
2021-04-06,2021,4,SWP,Clipped,192,1,1,4.33,Winter,,-724
2021-04-06,2021,4,SWP,Clipped,210,1,1,4.33,Winter,,-724
2021-04-06,2021,4,SWP,Clipped,211,1,1,4.33,Winter,,-724
2021-04-06,2021,4,SWP,Clipped,212,1,1,4.33,Winter,,-724
2021-04-06,2021,4,SWP,Clipped,227,1,1,4.33,Winter,,-724
2021-04-08,2021,4,SWP,Clipped,177,1,1,4.33,Winter,,-736
2021-04-08,2021,4,SWP,Clipped,235,1,1,4.33,Winter,,-736
2021-04-08,2021,4,SWP,Clipped,249,1,1,4.33,Winter,,-736
2021-04-12,2021,4,SWP,Clipped,245,1,2,8.62,Winter,,-816
2021-04-14,2021,4,SWP,Clipped,242,1,1,4.33,Winter,,-881
2021-12-19,2021,12,CVP,Unclipped,132,1,4,2.6,Winter,Fall,-3950
2021-12-25,2021,12,CVP,Unclipped,130,1,4,3.52,Winter,Fall,-4265
2021-12-27,2021,12,SWP,Clipped,146,1,1,4.33,Winter,,-4257
2021-12-28,2021,12,SWP,Clipped,146,1,1,4.33,Winter,,-4006
2021-12-30,2021,12,SWP,Clipped,150,1,1,4.33,Winter,,-3434
2021-12-30,2021,12,SWP,Clipped,151,1,1,4.33,Winter,,-3434
2021-12-30,2021,12,CVP,Clipped,133,1,4,3.19,Winter,,-3434
2021-12-30,2021,12,CVP,Clipped,142,1,4,3.19,Winter,,-3434
2021-12-30,2021,12,CVP,Clipped,146,1,4,3.19,Winter,,-3434
2021-12-31,2021,12,CVP,Clipped,148,1,4,3.19,Winter,,-2967
2021-12-31,2021,12,SWP,Clipped,134,1,1,4.33,Winter,,-2967
2021-12-31,2021,12,CVP,Unclipped,128,1,4,3.19,Winter,Fall,-2967
2021-12-31,2021,12,CVP,Clipped,135,1,4,3.19,Winter,,-2967
2022-01-01,2022,1,CVP,Clipped,146,1,4,3.52,Winter,,-2459
2022-01-01,2022,1,SWP,Clipped,136,1,1,4.33,Winter,,-2459
2022-01-02,2022,1,CVP,Clipped,142,1,4,3.52,Winter,,-1982
2022-01-02,2022,1,CVP,Clipped,150,1,4,3.52,Winter,,-1982
2022-01-02,2022,1,CVP,Clipped,155,1,4,3.52,Winter,,-1982
2022-01-02,2022,1,SWP,Clipped,140,1,1,4.33,Winter,,-1982
2022-01-03,2022,1,CVP,Clipped,153,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,146,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,127,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,140,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,157,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,130,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,146,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,148,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,153,1,4,2.88,Winter,,-2192
2022-01-03,2022,1,SWP,Clipped,157,1,4,17.44,Winter,,-2192
2022-01-03,2022,1,CVP,Clipped,145,1,4,2.88,Winter,,-2192
2022-01-04,2022,1,SWP,Clipped,146,1,1,4.33,Winter,,-2371
2022-01-04,2022,1,CVP,Clipped,158,1,4,2.88,Winter,,-2371
2022-01-04,2022,1,CVP,Clipped,153,1,4,2.88,Winter,,-2371
2022-01-04,2022,1,CVP,Clipped,158,1,4,2.88,Winter,,-2371
2022-01-04,2022,1,CVP,Clipped,140,1,4,2.88,Winter,,-2371
2022-01-05,2022,1,CVP,Clipped,148,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,118,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,153,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,154,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,147,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,131,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,147,1,4,2.88,Winter,,-2586
2022-01-05,2022,1,CVP,Clipped,152,1,4,2.88,Winter,,-2586
2022-01-06,2022,1,CVP,Clipped,149,1,4,2.88,Winter,,-2787
2022-01-06,2022,1,CVP,Clipped,160,1,4,2.88,Winter,,-2787
2022-01-06,2022,1,SWP,Clipped,159,1,4,17.52,Winter,,-2787
2022-01-06,2022,1,SWP,Clipped,159,1,1,4.33,Winter,,-2787
2022-01-06,2022,1,CVP,Clipped,141,1,4,2.6,Winter,,-2787
2022-01-06,2022,1,CVP,Clipped,143,1,4,2.6,Winter,,-2787
2022-01-06,2022,1,CVP,Clipped,126,1,4,2.6,Winter,,-2787
2022-01-07,2022,1,CVP,Clipped,141,1,3.33,2.17,Winter,,-3011
2022-01-07,2022,1,CVP,Clipped,158,1,4,2.6,Winter,,-3011
2022-01-07,2022,1,CVP,Clipped,145,1,4,2.6,Winter,,-3011
2022-01-07,2022,1,SWP,Clipped,160,1,4,17.59,Winter,,-3011
2022-01-07,2022,1,CVP,Unclipped,123,1,4,2.6,Winter,Fall,-3011
2022-01-07,2022,1,SWP,Clipped,154,1,1,4.33,Winter,,-3011
2022-01-07,2022,1,CVP,Unclipped,130,1,4,2.6,Winter,Spring,-3011
2022-01-07,2022,1,CVP,Clipped,150,1,4,2.6,Winter,,-3011
2022-01-08,2022,1,CVP,Clipped,137,1,4,2.6,Winter,,-3229
2022-01-08,2022,1,CVP,Clipped,144,1,4,2.6,Winter,,-3229
2022-01-09,2022,1,CVP,Clipped,143,1,4,2.6,Winter,,-3422
2022-01-09,2022,1,CVP,Clipped,145,1,4,2.6,Winter,,-3422
2022-01-09,2022,1,SWP,Clipped,132,1,1,4.33,Winter,,-3422
2022-01-09,2022,1,CVP,Clipped,148,1,4,2.6,Winter,,-3422
2022-01-09,2022,1,CVP,Clipped,155,1,4,2.6,Winter,,-3422
2022-01-09,2022,1,CVP,Clipped,130,1,4,2.6,Winter,,-3422
2022-01-09,2022,1,CVP,Unclipped,135,1,4,2.6,Winter,Fall,-3422
2022-01-10,2022,1,CVP,Clipped,151,1,4,2.6,Winter,,-3616
2022-01-11,2022,1,SWP,Clipped,142,1,2,8.73,Winter,,-3834
2022-01-12,2022,1,SWP,Clipped,168,1,1,4.33,Winter,,-4041
2022-01-12,2022,1,CVP,Clipped,153,1,4,2.6,Winter,,-4041
2022-01-15,2022,1,CVP,Clipped,156,1,8,5.2,Winter,,-4751
2022-01-16,2022,1,CVP,Clipped,147,1,4,2.6,Winter,,-4961
2022-01-16,2022,1,CVP,Clipped,166,1,4,2.6,Winter,,-4961
2022-01-16,2022,1,CVP,Clipped,147,1,4,2.6,Winter,,-4961
2022-01-17,2022,1,SWP,Clipped,142,1,1,4.33,Winter,,-4962
2022-01-17,2022,1,CVP,Clipped,131,1,4,2.6,Winter,,-4962
2022-01-18,2022,1,CVP,Clipped,172,1,4,2.6,Winter,,-4976
2022-01-18,2022,1,CVP,Clipped,175,1,4,2.6,Winter,,-4976
2022-01-20,2022,1,CVP,Clipped,161,1,4,2.6,Winter,,-4984
2022-01-22,2022,1,CVP,Clipped,146,1,4,2.6,Winter,,-4978
2022-01-24,2022,1,CVP,Clipped,157,1,4,2.6,Winter,,-4989
2022-01-27,2022,1,CVP,Clipped,163,1,4,2.88,Winter,,-4963
2022-01-27,2022,1,CVP,Clipped,190,1,4,2.88,Winter,,-4963
2022-01-28,2022,1,CVP,Clipped,175,1,1,0.57,Winter,,-4951
2022-01-28,2022,1,CVP,Unclipped,136,1,4,2.88,Winter,,-4951
2022-02-03,2022,2,SWP,Clipped,165,1,2,8.73,Winter,,-4159
2022-02-06,2022,2,SWP,Clipped,175,1,4,17.5,Winter,,-3430
2022-02-06,2022,2,SWP,Clipped,170,1,1,4.33,Winter,,-3430
2022-02-06,2022,2,SWP,Clipped,171,1,1,4.33,Winter,,-3430
2022-02-08,2022,2,SWP,Clipped,171,1,4,17.42,Winter,,-2950
2022-02-14,2022,2,SWP,Clipped,141,1,1,4.33,Winter,,-1430
2022-02-15,2022,2,CVP,Unclipped,160,1,1,0.57,Winter,Fall,-1482
2022-02-16,2022,2,SWP,Clipped,162,1,1,4.33,Winter,,-1489
2022-03-08,2022,3,SWP,Clipped,173,1,1,4.33,Winter,,-734
2022-03-20,2022,3,CVP,Clipped,215,1,4,3.88,Winter,,-1212
2022-03-23,2022,3,SWP,Clipped,219,1,1,4.33,Winter,,-1282
2022-03-29,2022,3,SWP,Unclipped,197,1,4,17.39,Winter,LateFall,-1694
2022-03-30,2022,3,SWP,Clipped,246,1,4,17.62,Winter,,-1789
2022-03-30,2022,3,SWP,Clipped,246,1,4,17.62,Winter,,-1789
2022-04-04,2022,4,SWP,Clipped,191,1,1,4.33,Winter,,-1796
2022-04-05,2022,4,SWP,Clipped,231,1,1,4.33,Winter,,-1798
2022-04-12,2022,4,SWP,Unclipped,205,1,4,17.52,Winter,LateFall,-1543
2022-04-27,2022,4,SWP,Unclipped,184,1,4,17.57,Winter,,-1332
2022-12-18,2022,12,SWP,Unclipped,137,1,4,17.54,Winter,Spring,-2775
2022-12-28,2022,12,CVP,Clipped,131,1,4,3.88,Winter,,-3616
2022-12-28,2022,12,SWP,Clipped,126,1,4,17.17,Winter,,-3616
2022-12-29,2022,12,SWP,Clipped,144,1,4,16.98,Winter,,-3635
2022-12-29,2022,12,SWP,Clipped,151,1,4,16.98,Winter,,-3635
2022-12-29,2022,12,CVP,Clipped,135,1,4,3.19,Winter,,-3635
2022-12-29,2022,12,SWP,Clipped,149,1,4,17.14,Winter,,-3635
2022-12-29,2022,12,CVP,Clipped,140,1,4,3.19,Winter,,-3635
2022-12-30,2022,12,SWP,Clipped,135,1,4,17.59,Winter,,-3556
2022-12-30,2022,12,CVP,Clipped,135,1,4,3.19,Winter,,-3556
2022-12-30,2022,12,CVP,Clipped,146,1,4,3.19,Winter,,-3556
2022-12-30,2022,12,SWP,Clipped,122,1,2,8.67,Winter,,-3556
2022-12-30,2022,12,SWP,Clipped,135,1,4,17.36,Winter,,-3556
2022-12-30,2022,12,SWP,Clipped,143,1,4,17.36,Winter,,-3556
2022-12-30,2022,12,CVP,Clipped,141,1,4,2.88,Winter,,-3556
2022-12-30,2022,12,SWP,Clipped,141,1,4,17.44,Winter,,-3556
2022-12-30,2022,12,CVP,Clipped,147,1,4,2.88,Winter,,-3556
2022-12-31,2022,12,CVP,Clipped,135,1,4,2.88,Winter,,-3778
2022-12-31,2022,12,CVP,Clipped,142,1,4,2.88,Winter,,-3778
2022-12-31,2022,12,SWP,Clipped,135,1,4,17.17,Winter,,-3778
2022-12-31,2022,12,SWP,Clipped,150,1,4,17.17,Winter,,-3778
2022-12-31,2022,12,CVP,Clipped,140,1,4,2.88,Winter,,-3778
2022-12-31,2022,12,CVP,Clipped,146,1,4,2.88,Winter,,-3778
2023-01-01,2023,1,SWP,Clipped,142,1,4,17.5,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,155,1,4,17.76,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,130,1,2,8.89,Winter,,-3827
2023-01-01,2023,1,SWP,Unclipped,150,1,2,8.89,Winter,Fall,-3827
2023-01-01,2023,1,SWP,Unclipped,113,1,2,8.79,Winter,Fall,-3827
2023-01-01,2023,1,SWP,Clipped,124,1,2,8.79,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,139,1,2,8.79,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,130,1,4,17.6,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,150,1,4,17.6,Winter,,-3827
2023-01-01,2023,1,CVP,Clipped,155,1,4,2.88,Winter,,-3827
2023-01-01,2023,1,SWP,Clipped,145,1,2,8.74,Winter,,-3827
2023-01-01,2023,1,CVP,Clipped,138,1,4,2.88,Winter,,-3827
2023-01-01,2023,1,CVP,Clipped,141,1,4,2.88,Winter,,-3827
2023-01-03,2023,1,CVP,Clipped,142,1,4,2.88,Winter,,-3976
2023-01-03,2023,1,SWP,Clipped,151,1,4,17.31,Winter,,-3976
2023-01-03,2023,1,SWP,Clipped,129,1,4,17.64,Winter,,-3976
2023-01-03,2023,1,CVP,Clipped,148,1,4,2.88,Winter,,-3976
2023-01-03,2023,1,SWP,Clipped,140,1,4,17.59,Winter,,-3976
2023-01-03,2023,1,CVP,Clipped,151,1,4,2.88,Winter,,-3976
2023-01-03,2023,1,CVP,Clipped,131,1,4,2.88,Winter,,-3976
2023-01-03,2023,1,CVP,Clipped,151,1,4,2.88,Winter,,-3976
2023-01-04,2023,1,CVP,Clipped,129,1,4,2.88,Winter,,-3976
2023-01-04,2023,1,CVP,Clipped,130,1,4,2.88,Winter,,-3976
2023-01-04,2023,1,CVP,Clipped,152,1,4,2.88,Winter,,-3976
2023-01-04,2023,1,CVP,Unclipped,148,1,4,3.88,Winter,Spring,-3976
2023-01-05,2023,1,SWP,Clipped,138,1,2,8.76,Winter,,-3967
2023-01-05,2023,1,SWP,Clipped,148,1,2,8.74,Winter,,-3967
2023-01-05,2023,1,SWP,Clipped,148,1,2,8.74,Winter,,-3967
2023-01-06,2023,1,SWP,Clipped,144,1,4,17.54,Winter,,-4023
2023-01-06,2023,1,CVP,Clipped,120,1,4,2.88,Winter,,-4023
2023-01-07,2023,1,SWP,Clipped,138,1,4,17.52,Winter,,-4020
2023-01-07,2023,1,CVP,Clipped,152,1,4,2.88,Winter,,-4020
2023-01-07,2023,1,CVP,Clipped,152,1,4,2.88,Winter,,-4020
2023-01-07,2023,1,CVP,Clipped,158,1,4,2.88,Winter,,-4020
2023-01-08,2023,1,CVP,Clipped,125,1,4,2.88,Winter,,-3987
2023-01-08,2023,1,SWP,Clipped,139,1,4,17.64,Winter,,-3987
2023-01-08,2023,1,SWP,Clipped,147,1,4,17.64,Winter,,-3987
2023-01-08,2023,1,CVP,Clipped,155,1,4,2.88,Winter,,-3987
2023-01-09,2023,1,SWP,Clipped,155,1,4,17.44,Winter,,-3944
2023-01-09,2023,1,SWP,Clipped,160,1,4,17.44,Winter,,-3944
2023-01-09,2023,1,CVP,Clipped,144,1,4,2.88,Winter,,-3944
2023-01-09,2023,1,CVP,Clipped,155,1,4,2.88,Winter,,-3944
2023-01-09,2023,1,SWP,Clipped,130,1,4,17.57,Winter,,-3944
2023-01-10,2023,1,SWP,Clipped,151,1,4,17.44,Winter,,-3781
2023-01-10,2023,1,CVP,Clipped,122,1,4,2.88,Winter,,-3781
2023-01-10,2023,1,CVP,Clipped,158,1,4,2.88,Winter,,-3781
2023-01-10,2023,1,CVP,Clipped,131,1,4,2.88,Winter,,-3781
2023-01-10,2023,1,CVP,Clipped,145,1,4,2.88,Winter,,-3781
2023-01-10,2023,1,SWP,Clipped,153,1,4,17.64,Winter,,-3781
2023-01-10,2023,1,CVP,Clipped,161,1,4,2.88,Winter,,-3781
2023-01-11,2023,1,SWP,Clipped,159,1,4,17.34,Winter,,-3509
2023-01-12,2023,1,CVP,Unclipped,166,1,4,2.88,Winter,Spring,-3139
2023-01-12,2023,1,SWP,Clipped,149,1,4,17.17,Winter,,-3139
2023-01-12,2023,1,SWP,Clipped,149,1,4,17.17,Winter,,-3139
2023-01-13,2023,1,SWP,Clipped,165,1,2,8.61,Winter,,-2853
2023-01-13,2023,1,SWP,Clipped,133,1,4,17.22,Winter,,-2853
2023-01-14,2023,1,SWP,Clipped,113,1,4,17.14,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,150,1,4,17.14,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,172,1,4,17.14,Winter,,-2430
2023-01-14,2023,1,CVP,Clipped,130,1,4,2.6,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,130,1,2,8.69,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,158,1,4,17.24,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,158,1,4,17.24,Winter,,-2430
2023-01-14,2023,1,SWP,Clipped,140,1,2,8.58,Winter,,-2430
2023-01-15,2023,1,SWP,Clipped,162,1,4,17.41,Winter,,-2254
2023-01-17,2023,1,SWP,Unclipped,149,1,1,5.33,Winter,Fall,-1963
2023-01-19,2023,1,SWP,Clipped,172,1,4,17.08,Winter,,-1719
2023-01-20,2023,1,SWP,Clipped,138,1,4,17.13,Winter,,-1557
2023-01-20,2023,1,SWP,Clipped,172,1,4,17.13,Winter,,-1557
2023-01-20,2023,1,SWP,Clipped,158,1,2,8.58,Winter,,-1557
2023-01-20,2023,1,SWP,Clipped,164,1,4,17.16,Winter,,-1557
2023-01-20,2023,1,SWP,Clipped,145,1,4,17.16,Winter,,-1557
2023-01-20,2023,1,SWP,Clipped,161,1,4,17.16,Winter,,-1557
2023-01-21,2023,1,SWP,Clipped,160,1,2,8.6,Winter,,-1421
2023-01-27,2023,1,SWP,Clipped,168,1,4,17.18,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,175,1,4,17.18,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,155,1,4,17.23,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,160,1,4,17.23,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,159,1,4,17.23,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,177,1,4,17.23,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,181,1,4,17.21,Winter,,-1902
2023-01-27,2023,1,SWP,Clipped,164,1,4,17.23,Winter,,-1902
2023-01-29,2023,1,CVP,Unclipped,145,1,4,3.6,Winter,Spring,-2214
2023-02-01,2023,2,SWP,Clipped,183,1,2,9.1,Winter,,-3016
2023-02-04,2023,2,SWP,Clipped,151,1,4,17.95,Winter,,-4110
2023-02-04,2023,2,SWP,Clipped,165,1,4,17.95,Winter,,-4110
2023-02-04,2023,2,SWP,Clipped,188,1,4,17.95,Winter,,-4110
2023-02-04,2023,2,SWP,Clipped,161,1,2,9.07,Winter,,-4110
2023-02-06,2023,2,SWP,Clipped,193,1,2,8.69,Winter,,-4538
2023-02-07,2023,2,SWP,Clipped,177,1,4,17.14,Winter,,-4672
2023-02-07,2023,2,SWP,Clipped,175,1,2,8.6,Winter,,-4672
2023-02-22,2023,2,CVP,Clipped,146,1,4,2.88,Winter,,-4385
2023-02-22,2023,2,CVP,Clipped,174,1,4,2.88,Winter,,-4385
2023-02-23,2023,2,CVP,Unclipped,130,1,4,2.88,Winter,Winter,-4298
2023-02-28,2023,2,CVP,Unclipped,138,1,4,2.88,Winter,Spring,-3674
2023-02-28,2023,2,CVP,Unclipped,148,1,4,2.88,Winter,Spring,-3674
2023-03-01,2023,3,SWP,Clipped,171,1,4,17.69,Winter,,-3579
2023-03-02,2023,3,CVP,Unclipped,171,1,4,2.6,Winter,LateFall,-3576
2023-03-08,2023,3,SWP,Unclipped,156,1,4,17.79,Winter,Fall,-4176
2023-03-13,2023,3,CVP,Unclipped,137,1,4,2.6,Winter,Fall,-4658
2023-03-30,2023,3,CVP,Unclipped,228,1,4,2.6,Winter,Spring,10939
2023-04-03,2023,4,CVP,Clipped,123,1,4,2.88,Winter,,11395
2023-04-03,2023,4,CVP,Unclipped,154,1,4,3.88,Winter,Fall,11395
2023-04-05,2023,4,CVP,Clipped,128,1,4,2.88,Winter,,11395
2023-04-12,2023,4,SWP,Unclipped,135,1,4,17.68,Winter,Spring,11768
2023-04-12,2023,4,SWP,Clipped,135,1,4,17.65,Winter,,11768
2023-04-12,2023,4,SWP,Clipped,137,1,4,17.56,Winter,,11768
2023-04-13,2023,4,SWP,Clipped,142,1,4,17.51,Winter,,11809
2023-04-13,2023,4,SWP,Clipped,142,1,4,17.51,Winter,,11809
2023-04-13,2023,4,SWP,Clipped,142,1,4,17.51,Winter,,11809
2023-04-13,2023,4,SWP,Clipped,142,1,4,17.51,Winter,,11809
2023-04-13,2023,4,CVP,Clipped,135,1,4,3.52,Winter,,11809
2023-04-14,2023,4,SWP,Clipped,136,1,4,17.44,Winter,,11868
2023-04-17,2023,4,SWP,Clipped,141,1,4,17.56,Winter,,12048
2023-04-18,2023,4,SWP,Clipped,141,1,4,17.27,Winter,,12104
2023-04-18,2023,4,SWP,Clipped,139,1,4,17.17,Winter,,12104
2023-04-18,2023,4,SWP,Clipped,142,1,4,17.17,Winter,,12104
2023-04-18,2023,4,SWP,Clipped,140,1,2,8.67,Winter,,12104
2023-04-18,2023,4,SWP,Clipped,140,1,4,17.31,Winter,,12104
2023-04-18,2023,4,SWP,Clipped,150,1,2,8.6,Winter,,12104
2023-04-20,2023,4,SWP,Clipped,144,1,4,17.01,Winter,,11923
2023-04-21,2023,4,CVP,Clipped,150,1,4,3.52,Winter,,11690
2023-04-21,2023,4,SWP,Clipped,143,1,4,17.17,Winter,,11690
2023-04-22,2023,4,SWP,Clipped,144,1,1,4.33,Winter,,11583
2023-04-23,2023,4,CVP,Clipped,145,1,4,3.19,Winter,,11460
2023-04-23,2023,4,CVP,Clipped,146,1,4,3.19,Winter,,11460
2023-04-24,2023,4,CVP,Clipped,150,1,4,3.19,Winter,,11289
2023-04-25,2023,4,CVP,Clipped,148,1,4,3.19,Winter,,11126
2023-04-25,2023,4,SWP,Clipped,149,1,2,8.74,Winter,,11126
2023-04-25,2023,4,CVP,Unclipped,176,1,4,3.19,Winter,Fall,11126
2023-04-26,2023,4,CVP,Clipped,150,1,4,3.19,Winter,,10971
2023-04-26,2023,4,CVP,Clipped,154,1,4,3.19,Winter,,10971
2023-05-03,2023,5,SWP,Clipped,159,1,4,17.34,Winter,,9829
2023-12-30,2023,12,CVP,Clipped,148,1,4,2.88,Winter,,-6447
2023-12-31,2023,12,CVP,Clipped,135,1,4,2.88,Winter,,-6648
2024-01-01,2024,1,CVP,Clipped,132,1,4,2.88,Winter,,-6642
2024-01-01,2024,1,CVP,Clipped,147,1,4,2.88,Winter,,-6642
2024-01-03,2024,1,SWP,Clipped,126,1,4,17.07,Winter,,-6504
2024-01-04,2024,1,CVP,Clipped,142,1,4,2.88,Winter,,-6384
2024-01-04,2024,1,SWP,Clipped,158,1,1,4.33,Winter,,-6384
2024-01-05,2024,1,CVP,Clipped,154,1,4,2.88,Winter,,-6269
2024-01-06,2024,1,CVP,Clipped,153,1,4,2.88,Winter,,-6164
2024-01-07,2024,1,SWP,Clipped,157,1,1,4.33,Winter,,-6098
2024-01-08,2024,1,SWP,Clipped,144,1,4,17.25,Winter,,-6031
2024-01-08,2024,1,SWP,Clipped,164,1,1,4.33,Winter,,-6031
2024-01-09,2024,1,CVP,Clipped,164,1,4,2.88,Winter,,-5876
2024-01-09,2024,1,CVP,Unclipped,145,1,4,2.88,Winter,Fall,-5876
2024-01-10,2024,1,CVP,Clipped,166,1,4,2.88,Winter,,-5718
2024-01-11,2024,1,SWP,Clipped,144,1,1,4.33,Winter,,-5550
